source_id,source,latitude,longitude,event_date,spatial_block_id,landslide_label
neg_124,PSEUDO_NEGATIVE,23.41404919322758,91.61611654029305,,block_46_183,0
neg_125,PSEUDO_NEGATIVE,25.57238126405004,90.2297335981192,,block_51_180,0
neg_126,PSEUDO_NEGATIVE,26.246612461865617,93.40323214367926,,block_52_186,0
neg_127,PSEUDO_NEGATIVE,23.98605088935453,93.31973275938357,,block_47_186,0
neg_128,PSEUDO_NEGATIVE,27.11207614477849,94.99988710695406,,block_54_189,0
neg_129,PSEUDO_NEGATIVE,26.51369398604842,91.31181698485197,,block_53_182,0
neg_130,PSEUDO_NEGATIVE,26.738295872844777,93.83637693342486,,block_53_187,0
neg_131,PSEUDO_NEGATIVE,27.051009885537532,94.77672674070467,,block_54_189,0
neg_132,PSEUDO_NEGATIVE,25.250256245237367,93.44799377046299,,block_50_186,0
neg_133,PSEUDO_NEGATIVE,28.029312552832625,95.01765789674023,,block_56_190,0
neg_134,PSEUDO_NEGATIVE,29.245401591916917,96.08532161084894,,block_58_192,0
neg_135,PSEUDO_NEGATIVE,27.0097900598677,93.49486486153036,,block_54_186,0
neg_136,PSEUDO_NEGATIVE,28.150371489323483,96.83874378272782,,block_56_193,0
neg_137,PSEUDO_NEGATIVE,26.9956952632613,94.98551714231782,,block_53_189,0
neg_138,PSEUDO_NEGATIVE,29.124219290870844,96.04123181707598,,block_58_192,0
neg_139,PSEUDO_NEGATIVE,26.937042409271033,94.03202199199225,,block_53_188,0
neg_140,PSEUDO_NEGATIVE,27.56705609025837,92.47671207497855,,block_55_184,0
neg_141,PSEUDO_NEGATIVE,27.81292949878794,92.8244368015264,,block_55_185,0
neg_142,PSEUDO_NEGATIVE,22.728810476029224,92.73608368398672,,block_45_185,0
neg_143,PSEUDO_NEGATIVE,27.852525169450885,96.14962053294249,,block_55_192,0
neg_144,PSEUDO_NEGATIVE,25.86302923181944,92.30559970771822,,block_51_184,0
neg_145,PSEUDO_NEGATIVE,25.54026252358756,91.77520219241806,,block_51_183,0
neg_146,PSEUDO_NEGATIVE,27.114340970072966,92.60852722895572,,block_54_185,0
neg_147,PSEUDO_NEGATIVE,26.711383104687716,93.1545504800546,,block_53_186,0
neg_148,PSEUDO_NEGATIVE,25.932231964478067,92.26492492520944,,block_51_184,0
neg_149,PSEUDO_NEGATIVE,27.233523580950102,96.0162517305784,,block_54_192,0
neg_150,PSEUDO_NEGATIVE,26.846966653097923,95.22824966298455,,block_53_190,0
neg_151,PSEUDO_NEGATIVE,25.33181736133614,90.1478395990271,,block_50_180,0
neg_152,PSEUDO_NEGATIVE,24.47588030314733,92.26288968733,,block_48_184,0
neg_153,PSEUDO_NEGATIVE,25.14340644758328,94.25201391276691,,block_50_188,0
neg_154,PSEUDO_NEGATIVE,28.06944656810818,93.2298849147843,,block_56_186,0
neg_155,PSEUDO_NEGATIVE,26.357134628820024,93.27891229152549,,block_52_186,0
neg_156,PSEUDO_NEGATIVE,24.587345405216634,94.25420088802741,,block_49_188,0
neg_157,PSEUDO_NEGATIVE,27.602160301911233,96.16006619936921,,block_55_192,0
neg_158,PSEUDO_NEGATIVE,26.463116693307544,91.3054741455156,,block_52_182,0
neg_159,PSEUDO_NEGATIVE,26.292180739762898,89.99974477331686,,block_52_179,0
neg_160,PSEUDO_NEGATIVE,28.12004413250909,93.76758883703337,,block_56_187,0
neg_161,PSEUDO_NEGATIVE,28.510956569676928,93.32341829075693,,block_57_186,0
neg_162,PSEUDO_NEGATIVE,27.80395071174723,93.33537943217534,,block_55_186,0
neg_163,PSEUDO_NEGATIVE,26.930734065342783,92.56522002597536,,block_53_185,0
neg_164,PSEUDO_NEGATIVE,25.25953581890312,90.56776833702884,,block_50_181,0
neg_165,PSEUDO_NEGATIVE,27.05649553617701,92.57434788162396,,block_54_185,0
neg_166,PSEUDO_NEGATIVE,23.2352804942564,91.57394998972322,,block_46_183,0
neg_167,PSEUDO_NEGATIVE,27.247901601708243,92.70246605762841,,block_54_185,0
neg_168,PSEUDO_NEGATIVE,28.233491938391076,95.57828175372758,,block_56_191,0
neg_169,PSEUDO_NEGATIVE,28.900834502218334,96.10383412795343,,block_57_192,0
neg_170,PSEUDO_NEGATIVE,26.275769621599917,93.38995700032693,,block_52_186,0
neg_171,PSEUDO_NEGATIVE,26.37542179110213,92.92524790420595,,block_52_185,0
neg_172,PSEUDO_NEGATIVE,22.766602462772997,92.79354938583595,,block_45_185,0
neg_173,PSEUDO_NEGATIVE,27.42808120312167,95.69811685433362,,block_54_191,0
neg_174,PSEUDO_NEGATIVE,27.77364547828146,92.64470003516345,,block_55_185,0
neg_175,PSEUDO_NEGATIVE,27.63378827187709,95.14284520631284,,block_55_190,0
neg_176,PSEUDO_NEGATIVE,26.190137553861273,93.97180419916958,,block_52_187,0
neg_177,PSEUDO_NEGATIVE,24.259099664607962,92.24799031878642,,block_48_184,0
neg_178,PSEUDO_NEGATIVE,28.400229623066288,93.7810788511064,,block_56_187,0
neg_179,PSEUDO_NEGATIVE,25.753715411738057,92.34948959391636,,block_51_184,0
neg_180,PSEUDO_NEGATIVE,28.05460097450458,94.12727207369693,,block_56_188,0
neg_181,PSEUDO_NEGATIVE,24.343603397891254,92.47091286266486,,block_48_184,0
neg_182,PSEUDO_NEGATIVE,25.239605617395945,92.91383153149613,,block_50_185,0
neg_183,PSEUDO_NEGATIVE,24.049991197469573,91.84243233412481,,block_48_183,0
neg_184,PSEUDO_NEGATIVE,24.47159031599479,93.6201271064001,,block_48_187,0
neg_185,PSEUDO_NEGATIVE,27.89812467988385,94.08467035551149,,block_55_188,0
neg_186,PSEUDO_NEGATIVE,27.40037577801871,94.1717024122585,,block_54_188,0
neg_187,PSEUDO_NEGATIVE,28.788204498443946,96.20882882336907,,block_57_192,0
neg_188,PSEUDO_NEGATIVE,24.43355147406023,93.47775143711235,,block_48_186,0
neg_189,PSEUDO_NEGATIVE,28.08020435699249,94.2990941599504,,block_56_188,0
neg_190,PSEUDO_NEGATIVE,28.200088193997928,94.94448191801715,,block_56_189,0
neg_191,PSEUDO_NEGATIVE,27.10914974610958,92.94809739350124,,block_54_185,0
neg_192,PSEUDO_NEGATIVE,26.809788637574506,91.98001984342778,,block_53_183,0
neg_193,PSEUDO_NEGATIVE,28.246910682422623,96.30661235563008,,block_56_192,0
neg_194,PSEUDO_NEGATIVE,25.275910194520094,90.67832256609557,,block_50_181,0
neg_195,PSEUDO_NEGATIVE,27.588877537525317,92.2199228525134,,block_55_184,0
neg_196,PSEUDO_NEGATIVE,25.958484737706783,90.90899822769022,,block_51_181,0
neg_197,PSEUDO_NEGATIVE,25.40876783615152,90.6486542874155,,block_50_181,0
neg_198,PSEUDO_NEGATIVE,24.8022304998494,92.95812201153794,,block_49_185,0
neg_199,PSEUDO_NEGATIVE,29.2436379643652,95.67877765206366,,block_58_191,0
neg_200,PSEUDO_NEGATIVE,22.304752342500166,92.71886687811642,,block_44_185,0
neg_201,PSEUDO_NEGATIVE,28.974276876099644,95.8882571035491,,block_57_191,0
neg_202,PSEUDO_NEGATIVE,26.83970120063578,95.43897799233245,,block_53_190,0
neg_203,PSEUDO_NEGATIVE,28.206188031961453,94.54307669261425,,block_56_189,0
neg_204,PSEUDO_NEGATIVE,28.245719554546096,93.15875990717205,,block_56_186,0
neg_205,PSEUDO_NEGATIVE,27.426984368469483,92.96105215533521,,block_54_185,0
neg_206,PSEUDO_NEGATIVE,25.162215587585337,93.77921007809394,,block_50_187,0
neg_207,PSEUDO_NEGATIVE,23.72828821492973,91.91573539496028,,block_47_183,0
neg_208,PSEUDO_NEGATIVE,25.898051784448494,92.76888034785,,block_51_185,0
neg_209,PSEUDO_NEGATIVE,27.470351763024876,93.90561544727117,,block_54_187,0
neg_210,PSEUDO_NEGATIVE,27.76341044323493,94.91075765723573,,block_55_189,0
neg_211,PSEUDO_NEGATIVE,25.431134038077488,94.536658968763,,block_50_189,0
neg_212,PSEUDO_NEGATIVE,25.37836478859988,90.75836016904529,,block_50_181,0
neg_213,PSEUDO_NEGATIVE,26.027033302171812,90.3811493929046,,block_52_180,0
neg_214,PSEUDO_NEGATIVE,28.66009752929334,94.98709243188445,,block_57_189,0
neg_215,PSEUDO_NEGATIVE,27.42581806500403,88.7419138569214,,block_54_177,0
neg_216,PSEUDO_NEGATIVE,26.04560541981924,91.01938742521719,,block_52_182,0
neg_217,PSEUDO_NEGATIVE,24.229368506289717,93.66464330066765,,block_48_187,0
neg_218,PSEUDO_NEGATIVE,25.138482153911145,94.48378919938757,,block_50_188,0
neg_219,PSEUDO_NEGATIVE,27.837970970050346,88.3271102785063,,block_55_176,0
neg_220,PSEUDO_NEGATIVE,26.211059277103306,93.68789139123498,,block_52_187,0
neg_221,PSEUDO_NEGATIVE,26.261805515337606,92.97692288644113,,block_52_185,0
neg_222,PSEUDO_NEGATIVE,24.92505874923862,94.1058709250367,,block_49_188,0
neg_223,PSEUDO_NEGATIVE,27.49112893204365,92.69101322641079,,block_54_185,0
neg_224,PSEUDO_NEGATIVE,24.8411040882984,93.27972348114069,,block_49_186,0
neg_225,PSEUDO_NEGATIVE,27.93209251722202,92.78230400463843,,block_55_185,0
neg_226,PSEUDO_NEGATIVE,26.09251669784085,93.7523146086329,,block_52_187,0
neg_227,PSEUDO_NEGATIVE,25.31980616703877,94.39302451210607,,block_50_188,0
neg_228,PSEUDO_NEGATIVE,27.82999825917114,94.01406293604664,,block_55_188,0
neg_229,PSEUDO_NEGATIVE,28.701436967840547,95.95177683786514,,block_57_191,0
neg_230,PSEUDO_NEGATIVE,24.201467006427457,93.01469347982278,,block_48_186,0
neg_231,PSEUDO_NEGATIVE,26.906369837716532,94.77394802331037,,block_53_189,0
neg_232,PSEUDO_NEGATIVE,26.775048377065136,93.42164957588737,,block_53_186,0
neg_233,PSEUDO_NEGATIVE,26.848587828890558,95.20941460861333,,block_53_190,0
neg_234,PSEUDO_NEGATIVE,25.24100179939512,92.55196062300918,,block_50_185,0
neg_235,PSEUDO_NEGATIVE,27.479918136514556,96.09130723809066,,block_54_192,0
neg_236,PSEUDO_NEGATIVE,24.325280736663995,92.38484213018198,,block_48_184,0
neg_237,PSEUDO_NEGATIVE,24.819538734612205,93.78454797514131,,block_49_187,0
neg_238,PSEUDO_NEGATIVE,26.29042148799133,90.93952025610537,,block_52_181,0
neg_239,PSEUDO_NEGATIVE,27.699722451053574,92.68369609536315,,block_55_185,0
neg_240,PSEUDO_NEGATIVE,25.81190877815928,92.68834125893795,,block_51_185,0
neg_241,PSEUDO_NEGATIVE,26.872376280361088,92.42351642166105,,block_53_184,0
neg_242,PSEUDO_NEGATIVE,27.42906128153138,95.1802535831227,,block_54_190,0
neg_243,PSEUDO_NEGATIVE,26.234140493495822,89.82975983774456,,block_52_179,0
neg_244,PSEUDO_NEGATIVE,29.036009108860853,95.09667261955227,,block_58_190,0
neg_245,PSEUDO_NEGATIVE,25.500455543003444,92.29569245725902,,block_51_184,0
neg_246,PSEUDO_NEGATIVE,26.50757997026891,92.84575388218418,,block_53_185,0
neg_247,PSEUDO_NEGATIVE,24.3925404420376,93.76284033800798,,block_48_187,0
neg_248,PSEUDO_NEGATIVE,24.69951935497985,94.33378008924636,,block_49_188,0
neg_249,PSEUDO_NEGATIVE,27.95533658586912,94.81804759798744,,block_55_189,0
neg_250,PSEUDO_NEGATIVE,27.8500703348788,95.29592303661748,,block_55_190,0
neg_251,PSEUDO_NEGATIVE,26.680591832704764,93.82551657171024,,block_53_187,0
neg_252,PSEUDO_NEGATIVE,28.895959219218803,96.20448646377582,,block_57_192,0
neg_253,PSEUDO_NEGATIVE,27.492363261641977,88.58544408853567,,block_54_177,0
neg_254,PSEUDO_NEGATIVE,25.893626350640268,90.94927442813548,,block_51_181,0
neg_255,PSEUDO_NEGATIVE,27.76712235953043,94.77669087647655,,block_55_189,0
neg_256,PSEUDO_NEGATIVE,26.789149159995908,94.51714511428032,,block_53_189,0
neg_257,PSEUDO_NEGATIVE,23.77354543000794,93.2460145175896,,block_47_186,0
neg_258,PSEUDO_NEGATIVE,28.996122848258082,95.47681034642194,,block_57_190,0
neg_259,PSEUDO_NEGATIVE,29.155027361775105,95.56338883919176,,block_58_191,0
neg_260,PSEUDO_NEGATIVE,25.26205845017275,90.41057336945073,,block_50_180,0
neg_261,PSEUDO_NEGATIVE,25.541002398925272,89.89943926768561,,block_51_179,0
neg_262,PSEUDO_NEGATIVE,26.57914546155014,93.51620668656567,,block_53_187,0
neg_263,PSEUDO_NEGATIVE,25.935915321969272,93.9966789900412,,block_51_187,0
neg_264,PSEUDO_NEGATIVE,24.340874536105666,94.07144042816854,,block_48_188,0
neg_265,PSEUDO_NEGATIVE,26.263413484132837,93.03043140279989,,block_52_186,0
neg_266,PSEUDO_NEGATIVE,27.395694354642416,96.8046921696559,,block_54_193,0
neg_267,PSEUDO_NEGATIVE,24.917158764515076,92.65660863482452,,block_49_185,0
neg_268,PSEUDO_NEGATIVE,28.937901704012965,96.24138577842848,,block_57_192,0
neg_269,PSEUDO_NEGATIVE,26.029083675033007,92.6427767512131,,block_52_185,0
neg_270,PSEUDO_NEGATIVE,29.03305981323063,95.99996154263317,,block_58_191,0
neg_271,PSEUDO_NEGATIVE,25.387749979845943,90.41828987415748,,block_50_180,0
neg_272,PSEUDO_NEGATIVE,28.70289961060353,94.61343612996122,,block_57_189,0
neg_273,PSEUDO_NEGATIVE,26.571153405893252,90.05980884879223,,block_53_180,0
neg_274,PSEUDO_NEGATIVE,27.58278476234651,93.69394611203725,,block_55_187,0
neg_275,PSEUDO_NEGATIVE,25.060426677277306,93.16280438289263,,block_50_186,0
neg_276,PSEUDO_NEGATIVE,25.478293384282768,93.05266626431609,,block_50_186,0
neg_277,PSEUDO_NEGATIVE,22.369361161430795,93.14790293788276,,block_44_186,0
neg_278,PSEUDO_NEGATIVE,25.741701626303726,93.38339573774194,,block_51_186,0
neg_279,PSEUDO_NEGATIVE,22.591156497832827,92.79752832790865,,block_45_185,0
neg_280,PSEUDO_NEGATIVE,25.800683608332474,92.29390567169163,,block_51_184,0
neg_281,PSEUDO_NEGATIVE,28.032556679413382,94.79883275035503,,block_56_189,0
neg_282,PSEUDO_NEGATIVE,27.568114069521798,93.43612589155494,,block_55_186,0
neg_283,PSEUDO_NEGATIVE,26.80869421753844,91.95140222549388,,block_53_183,0
neg_284,PSEUDO_NEGATIVE,24.754906056895106,94.41766532855449,,block_49_188,0
neg_285,PSEUDO_NEGATIVE,26.929623289753557,93.06942248083729,,block_53_186,0
neg_286,PSEUDO_NEGATIVE,23.256399580431246,93.05022977214122,,block_46_186,0
neg_287,PSEUDO_NEGATIVE,27.01859891910191,93.1177861868352,,block_54_186,0
neg_288,PSEUDO_NEGATIVE,23.781091492628693,91.2539015088837,,block_47_182,0
neg_289,PSEUDO_NEGATIVE,27.722006353105666,96.30731224534652,,block_55_192,0
neg_290,PSEUDO_NEGATIVE,26.444174324507195,94.32179987350699,,block_52_188,0
neg_291,PSEUDO_NEGATIVE,26.657547846127308,92.01568547356871,,block_53_184,0
neg_292,PSEUDO_NEGATIVE,29.05605671472253,94.3106197326098,,block_58_188,0
neg_293,PSEUDO_NEGATIVE,28.02389881550514,96.59856703386951,,block_56_193,0
neg_294,PSEUDO_NEGATIVE,27.404719822876334,93.25319447696177,,block_54_186,0
neg_295,PSEUDO_NEGATIVE,25.79740570418068,92.67440655514925,,block_51_185,0
neg_296,PSEUDO_NEGATIVE,25.045869296397544,93.28773243816494,,block_50_186,0
neg_297,PSEUDO_NEGATIVE,26.30148623788424,91.92523389141863,,block_52_183,0
neg_298,PSEUDO_NEGATIVE,28.144098741661907,97.08517771215324,,block_56_194,0
neg_299,PSEUDO_NEGATIVE,26.776877853430175,92.61159847625936,,block_53_185,0
neg_300,PSEUDO_NEGATIVE,28.33490011218869,96.88476824528846,,block_56_193,0
neg_301,PSEUDO_NEGATIVE,26.97843812978796,95.18478512957698,,block_53_190,0
neg_302,PSEUDO_NEGATIVE,24.73632526441977,93.80765121724195,,block_49_187,0
neg_303,PSEUDO_NEGATIVE,26.96733594460538,93.79528199419278,,block_53_187,0
neg_304,PSEUDO_NEGATIVE,25.57235156752587,92.58583120962888,,block_51_185,0
neg_305,PSEUDO_NEGATIVE,23.35868363313626,92.94868626276204,,block_46_185,0
neg_306,PSEUDO_NEGATIVE,24.98580831504153,93.31102051501091,,block_49_186,0
neg_307,PSEUDO_NEGATIVE,27.09871635357493,95.96995075909643,,block_54_191,0
neg_308,PSEUDO_NEGATIVE,22.62474994957755,92.9646963450315,,block_45_185,0
